gutenberg_id,text
11,"no mice in the air, I’m afraid, but you might catch a bat, and that’s"
11,"very like a mouse, you know. But do cats eat bats, I wonder?” And here"
11,"Alice began to get rather sleepy, and went on saying to herself, in a"
11,"dreamy sort of way, “Do cats eat bats? Do cats eat bats?” and"
11,"sometimes, “Do bats eat cats?” for, you see, as she couldn’t answer"
11,"either question, it didn’t much matter which way she put it. She felt"
11,"that she was dozing off, and had just begun to dream that she was"
11,"walking hand in hand with Dinah, and saying to her very earnestly,"
11,"“Now, Dinah, tell me the truth: did you ever eat a bat?” when suddenly,"
11,"thump! thump! down she came upon a heap of sticks and dry leaves, and"
11,the fall was over.
11,
11,"Alice was not a bit hurt, and she jumped up on to her feet in a moment:"
11,"she looked up, but it was all dark overhead; before her was another"
11,"long passage, and the White Rabbit was still in sight, hurrying down"
11,"it. There was not a moment to be lost: away went Alice like the wind,"
11,"and was just in time to hear it say, as it turned a corner, “Oh my ears"
11,"and whiskers, how late it’s getting!” She was close behind it when she"
11,"turned the corner, but the Rabbit was no longer to be seen: she found"
11,"herself in a long, low hall, which was lit up by a row of lamps hanging"
11,from the roof.
11,
11,"There were doors all round the hall, but they were all locked; and when"
11,"Alice had been all the way down one side and up the other, trying every"
11,"door, she walked sadly down the middle, wondering how she was ever to"
11,get out again.
11,
11,"Suddenly she came upon a little three-legged table, all made of solid"
11,"glass; there was nothing on it except a tiny golden key, and Alice’s"
11,first thought was that it might belong to one of the doors of the hall;
11,"but, alas! either the locks were too large, or the key was too small,"
11,"but at any rate it would not open any of them. However, on the second"
11,"time round, she came upon a low curtain she had not noticed before, and"
11,behind it was a little door about fifteen inches high: she tried the
11,"little golden key in the lock, and to her great delight it fitted!"
11,
11,"Alice opened the door and found that it led into a small passage, not"
11,much larger than a rat-hole: she knelt down and looked along the
11,passage into the loveliest garden you ever saw. How she longed to get
11,"out of that dark hall, and wander about among those beds of bright"
11,"flowers and those cool fountains, but she could not even get her head"
11,"through the doorway; “and even if my head would go through,” thought"
11,"poor Alice, “it would be of very little use without my shoulders. Oh,"
11,"how I wish I could shut up like a telescope! I think I could, if I only"
11,"knew how to begin.” For, you see, so many out-of-the-way things had"
11,"happened lately, that Alice had begun to think that very few things"
11,indeed were really impossible.
11,
11,"There seemed to be no use in waiting by the little door, so she went"
11,"back to the table, half hoping she might find another key on it, or at"
11,any rate a book of rules for shutting people up like telescopes: this
11,"time she found a little bottle on it, (“which certainly was not here"
11,"before,” said Alice,) and round the neck of the bottle was a paper"
11,"label, with the words “DRINK ME,” beautifully printed on it in large"
11,letters.
11,
11,"It was all very well to say “Drink me,” but the wise little Alice was"
11,"not going to do _that_ in a hurry. “No, I’ll look first,” she said,"
11,“and see whether it’s marked ‘_poison_’ or not”; for she had read
11,"several nice little histories about children who had got burnt, and"
11,"eaten up by wild beasts and other unpleasant things, all because they"
11,_would_ not remember the simple rules their friends had taught them:
11,"such as, that a red-hot poker will burn you if you hold it too long;"
11,"and that if you cut your finger _very_ deeply with a knife, it usually"
11,"bleeds; and she had never forgotten that, if you drink much from a"
11,"bottle marked “poison,” it is almost certain to disagree with you,"
11,sooner or later.
11,
11,"However, this bottle was _not_ marked “poison,” so Alice ventured to"
11,"taste it, and finding it very nice, (it had, in fact, a sort of mixed"
11,"flavour of cherry-tart, custard, pine-apple, roast turkey, toffee, and"
11,"hot buttered toast,) she very soon finished it off."
11,
11,*      *      *      *      *      *      *
11,
11,    *      *      *      *      *      *
11,
11,*      *      *      *      *      *      *
11,
11,
11,“What a curious feeling!” said Alice; “I must be shutting up like a
11,telescope.”
11,
11,"And so it was indeed: she was now only ten inches high, and her face"
11,brightened up at the thought that she was now the right size for going
11,"through the little door into that lovely garden. First, however, she"
11,waited for a few minutes to see if she was going to shrink any further:
11,"she felt a little nervous about this; “for it might end, you know,”"
11,"said Alice to herself, “in my going out altogether, like a candle. I"
11,wonder what I should be like then?” And she tried to fancy what the
11,"flame of a candle is like after the candle is blown out, for she could"
11,not remember ever having seen such a thing.
11,
11,"After a while, finding that nothing more happened, she decided on going"
11,"into the garden at once; but, alas for poor Alice! when she got to the"
11,"door, she found she had forgotten the little golden key, and when she"
11,"went back to the table for it, she found she could not possibly reach"
11,"it: she could see it quite plainly through the glass, and she tried her"
11,"best to climb up one of the legs of the table, but it was too slippery;"
11,"and when she had tired herself out with trying, the poor little thing"
11,sat down and cried.
11,
11,"“Come, there’s no use in crying like that!” said Alice to herself,"
11,rather sharply; “I advise you to leave off this minute!” She generally
11,"gave herself very good advice, (though she very seldom followed it),"
11,and sometimes she scolded herself so severely as to bring tears into
11,her eyes; and once she remembered trying to box her own ears for having
11,"cheated herself in a game of croquet she was playing against herself,"
11,for this curious child was very fond of pretending to be two people.
11,"“But it’s no use now,” thought poor Alice, “to pretend to be two"
11,"people! Why, there’s hardly enough of me left to make _one_ respectable"
11,person!”
11,
11,Soon her eye fell on a little glass box that was lying under the table:
11,"she opened it, and found in it a very small cake, on which the words"
11,"“EAT ME” were beautifully marked in currants. “Well, I’ll eat it,” said"
11,"Alice, “and if it makes me grow larger, I can reach the key; and if it"
11,"makes me grow smaller, I can creep under the door; so either way I’ll"
11,"get into the garden, and I don’t care which happens!”"
11,
11,"She ate a little bit, and said anxiously to herself, “Which way? Which"
11,"way?”, holding her hand on the top of her head to feel which way it was"
11,"growing, and she was quite surprised to find that she remained the same"
11,"size: to be sure, this generally happens when one eats cake, but Alice"
11,had got so much into the way of expecting nothing but out-of-the-way
11,"things to happen, that it seemed quite dull and stupid for life to go"
11,on in the common way.
11,
11,"So she set to work, and very soon finished off the cake."
11,
11,*      *      *      *      *      *      *
11,
11,    *      *      *      *      *      *
11,
11,*      *      *      *      *      *      *
11,
11,
11,
11,
11,CHAPTER II.
11,The Pool of Tears
11,
11,
11,"“Curiouser and curiouser!” cried Alice (she was so much surprised, that"
11,for the moment she quite forgot how to speak good English); “now I’m
11,"opening out like the largest telescope that ever was! Good-bye, feet!”"
11,"(for when she looked down at her feet, they seemed to be almost out of"
11,"sight, they were getting so far off). “Oh, my poor little feet, I"
11,"wonder who will put on your shoes and stockings for you now, dears? I’m"
11,sure _I_ shan’t be able! I shall be a great deal too far off to trouble
11,myself about you: you must manage the best way you can;—but I must be
11,"kind to them,” thought Alice, “or perhaps they won’t walk the way I"
11,want to go! Let me see: I’ll give them a new pair of boots every
11,Christmas.”
11,
11,And she went on planning to herself how she would manage it. “They must
11,"go by the carrier,” she thought; “and how funny it’ll seem, sending"
11,presents to one’s own feet! And how odd the directions will look!
11,
11,"     _Alice’s Right Foot, Esq., Hearthrug, near the Fender,_ (_with"
11,     Alice’s love_).
11,
11,"Oh dear, what nonsense I’m talking!”"
11,
11,Just then her head struck against the roof of the hall: in fact she was
11,"now more than nine feet high, and she at once took up the little golden"
11,key and hurried off to the garden door.
11,
11,"Poor Alice! It was as much as she could do, lying down on one side, to"
11,look through into the garden with one eye; but to get through was more
11,hopeless than ever: she sat down and began to cry again.
11,
11,"“You ought to be ashamed of yourself,” said Alice, “a great girl like"
11,"you,” (she might well say this), “to go on crying in this way! Stop"
11,"this moment, I tell you!” But she went on all the same, shedding"
11,"gallons of tears, until there was a large pool all round her, about"
11,four inches deep and reaching half down the hall.
11,
11,"After a time she heard a little pattering of feet in the distance, and"
11,she hastily dried her eyes to see what was coming. It was the White
11,"Rabbit returning, splendidly dressed, with a pair of white kid gloves"
11,in one hand and a large fan in the other: he came trotting along in a
11,"great hurry, muttering to himself as he came, “Oh! the Duchess, the"
11,Duchess! Oh! won’t she be savage if I’ve kept her waiting!” Alice felt
11,"so desperate that she was ready to ask help of any one; so, when the"
11,"Rabbit came near her, she began, in a low, timid voice, “If you please,"
11,"sir—” The Rabbit started violently, dropped the white kid gloves and"
11,"the fan, and skurried away into the darkness as hard as he could go."
11,
11,"Alice took up the fan and gloves, and, as the hall was very hot, she"
11,"kept fanning herself all the time she went on talking: “Dear, dear! How"
11,queer everything is to-day! And yesterday things went on just as usual.
11,I wonder if I’ve been changed in the night? Let me think: was I the
11,same when I got up this morning? I almost think I can remember feeling
11,"a little different. But if I’m not the same, the next question is, Who"
11,"in the world am I? Ah, _that’s_ the great puzzle!” And she began"
11,thinking over all the children she knew that were of the same age as
11,"herself, to see if she could have been changed for any of them."
11,
11,"“I’m sure I’m not Ada,” she said, “for her hair goes in such long"
11,"ringlets, and mine doesn’t go in ringlets at all; and I’m sure I can’t"
11,"be Mabel, for I know all sorts of things, and she, oh! she knows such a"
11,"very little! Besides, _she’s_ she, and _I’m_ I, and—oh dear, how"
11,puzzling it all is! I’ll try if I know all the things I used to know.
11,"Let me see: four times five is twelve, and four times six is thirteen,"
11,and four times seven is—oh dear! I shall never get to twenty at that
11,"rate! However, the Multiplication Table doesn’t signify: let’s try"
11,"Geography. London is the capital of Paris, and Paris is the capital of"
11,"Rome, and Rome—no, _that’s_ all wrong, I’m certain! I must have been"
11,changed for Mabel! I’ll try and say ‘_How doth the little_—’” and she
11,"crossed her hands on her lap as if she were saying lessons, and began"
11,"to repeat it, but her voice sounded hoarse and strange, and the words"
11,did not come the same as they used to do:—
11,
11,“How doth the little crocodile
11,"    Improve his shining tail,"
11,And pour the waters of the Nile
11,    On every golden scale!
11,
11,"“How cheerfully he seems to grin,"
11,"    How neatly spread his claws,"
11,And welcome little fishes in
11,    With gently smiling jaws!”
11,
11,
11,"“I’m sure those are not the right words,” said poor Alice, and her eyes"
11,"filled with tears again as she went on, “I must be Mabel after all, and"
11,"I shall have to go and live in that poky little house, and have next to"
11,"no toys to play with, and oh! ever so many lessons to learn! No, I’ve"
11,"made up my mind about it; if I’m Mabel, I’ll stay down here! It’ll be"
11,"no use their putting their heads down and saying ‘Come up again, dear!’"
11,"I shall only look up and say ‘Who am I then? Tell me that first, and"
11,"then, if I like being that person, I’ll come up: if not, I’ll stay down"
11,"here till I’m somebody else’—but, oh dear!” cried Alice, with a sudden"
11,"burst of tears, “I do wish they _would_ put their heads down! I am so"
11,_very_ tired of being all alone here!”
11,
11,"As she said this she looked down at her hands, and was surprised to see"
11,that she had put on one of the Rabbit’s little white kid gloves while
11,she was talking. “How _can_ I have done that?” she thought. “I must be
11,growing small again.” She got up and went to the table to measure
11,"herself by it, and found that, as nearly as she could guess, she was"
11,"now about two feet high, and was going on shrinking rapidly: she soon"
11,"found out that the cause of this was the fan she was holding, and she"
11,"dropped it hastily, just in time to avoid shrinking away altogether."
11,
11,"“That _was_ a narrow escape!” said Alice, a good deal frightened at the"
11,"sudden change, but very glad to find herself still in existence; “and"
11,now for the garden!” and she ran with all speed back to the little
11,"door: but, alas! the little door was shut again, and the little golden"
11,"key was lying on the glass table as before, “and things are worse than"
11,"ever,” thought the poor child, “for I never was so small as this"
11,"before, never! And I declare it’s too bad, that it is!”"
11,
11,"As she said these words her foot slipped, and in another moment,"
11,splash! she was up to her chin in salt water. Her first idea was that
11,"she had somehow fallen into the sea, “and in that case I can go back by"
11,"railway,” she said to herself. (Alice had been to the seaside once in"
11,"her life, and had come to the general conclusion, that wherever you go"
11,to on the English coast you find a number of bathing machines in the
11,"sea, some children digging in the sand with wooden spades, then a row"
11,"of lodging houses, and behind them a railway station.) However, she"
11,soon made out that she was in the pool of tears which she had wept when
11,she was nine feet high.
11,
11,"“I wish I hadn’t cried so much!” said Alice, as she swam about, trying"
11,"to find her way out. “I shall be punished for it now, I suppose, by"
11,"being drowned in my own tears! That _will_ be a queer thing, to be"
11,"sure! However, everything is queer to-day.”"
11,
11,Just then she heard something splashing about in the pool a little way
11,"off, and she swam nearer to make out what it was: at first she thought"
11,"it must be a walrus or hippopotamus, but then she remembered how small"
11,"she was now, and she soon made out that it was only a mouse that had"
11,slipped in like herself.
11,
11,"“Would it be of any use, now,” thought Alice, “to speak to this mouse?"
11,"Everything is so out-of-the-way down here, that I should think very"
11,"likely it can talk: at any rate, there’s no harm in trying.” So she"
11,"began: “O Mouse, do you know the way out of this pool? I am very tired"
11,"of swimming about here, O Mouse!” (Alice thought this must be the right"
11,"way of speaking to a mouse: she had never done such a thing before, but"
11,"she remembered having seen in her brother’s Latin Grammar, “A mouse—of"
11,a mouse—to a mouse—a mouse—O mouse!”) The Mouse looked at her rather
11,"inquisitively, and seemed to her to wink with one of its little eyes,"
11,but it said nothing.
11,
11,"“Perhaps it doesn’t understand English,” thought Alice; “I daresay it’s"
11,"a French mouse, come over with William the Conqueror.” (For, with all"
11,"her knowledge of history, Alice had no very clear notion how long ago"
11,anything had happened.) So she began again: “Où est ma chatte?” which
11,was the first sentence in her French lesson-book. The Mouse gave a
11,"sudden leap out of the water, and seemed to quiver all over with"
11,"fright. “Oh, I beg your pardon!” cried Alice hastily, afraid that she"
11,had hurt the poor animal’s feelings. “I quite forgot you didn’t like
11,cats.”
11,
11,"“Not like cats!” cried the Mouse, in a shrill, passionate voice. “Would"
11,_you_ like cats if you were me?”
11,
11,"“Well, perhaps not,” said Alice in a soothing tone: “don’t be angry"
11,about it. And yet I wish I could show you our cat Dinah: I think you’d
11,take a fancy to cats if you could only see her. She is such a dear
11,"quiet thing,” Alice went on, half to herself, as she swam lazily about"
11,"in the pool, “and she sits purring so nicely by the fire, licking her"
11,paws and washing her face—and she is such a nice soft thing to
11,"nurse—and she’s such a capital one for catching mice—oh, I beg your"
11,"pardon!” cried Alice again, for this time the Mouse was bristling all"
11,"over, and she felt certain it must be really offended. “We won’t talk"
11,about her any more if you’d rather not.”
11,
11,"“We indeed!” cried the Mouse, who was trembling down to the end of his"
11,tail. “As if _I_ would talk on such a subject! Our family always
11,"_hated_ cats: nasty, low, vulgar things! Don’t let me hear the name"
11,again!”
11,
11,"“I won’t indeed!” said Alice, in a great hurry to change the subject of"
11,conversation. “Are you—are you fond—of—of dogs?” The Mouse did not
11,"answer, so Alice went on eagerly: “There is such a nice little dog near"
11,"our house I should like to show you! A little bright-eyed terrier, you"
11,"know, with oh, such long curly brown hair! And it’ll fetch things when"
11,"you throw them, and it’ll sit up and beg for its dinner, and all sorts"
11,"of things—I can’t remember half of them—and it belongs to a farmer, you"
11,"know, and he says it’s so useful, it’s worth a hundred pounds! He says"
11,"it kills all the rats and—oh dear!” cried Alice in a sorrowful tone,"
11,“I’m afraid I’ve offended it again!” For the Mouse was swimming away
11,"from her as hard as it could go, and making quite a commotion in the"
11,pool as it went.
11,
11,"So she called softly after it, “Mouse dear! Do come back again, and we"
11,"won’t talk about cats or dogs either, if you don’t like them!” When the"
11,"Mouse heard this, it turned round and swam slowly back to her: its face"
11,"was quite pale (with passion, Alice thought), and it said in a low"
11,"trembling voice, “Let us get to the shore, and then I’ll tell you my"
11,"history, and you’ll understand why it is I hate cats and dogs.”"
11,
11,"It was high time to go, for the pool was getting quite crowded with the"
11,birds and animals that had fallen into it: there were a Duck and a
11,"Dodo, a Lory and an Eaglet, and several other curious creatures. Alice"
11,"led the way, and the whole party swam to the shore."
11,
11,
11,
11,
11,CHAPTER III.
11,A Caucus-Race and a Long Tale
11,
11,
11,They were indeed a queer-looking party that assembled on the bank—the
11,"birds with draggled feathers, the animals with their fur clinging close"
11,"to them, and all dripping wet, cross, and uncomfortable."
11,
11,"The first question of course was, how to get dry again: they had a"
11,"consultation about this, and after a few minutes it seemed quite"
11,"natural to Alice to find herself talking familiarly with them, as if"
11,"she had known them all her life. Indeed, she had quite a long argument"
11,"with the Lory, who at last turned sulky, and would only say, “I am"
11,"older than you, and must know better;” and this Alice would not allow"
11,"without knowing how old it was, and, as the Lory positively refused to"
11,"tell its age, there was no more to be said."
11,
11,"At last the Mouse, who seemed to be a person of authority among them,"
11,"called out, “Sit down, all of you, and listen to me! _I’ll_ soon make"
11,"you dry enough!” They all sat down at once, in a large ring, with the"
11,"Mouse in the middle. Alice kept her eyes anxiously fixed on it, for she"
11,felt sure she would catch a bad cold if she did not get dry very soon.
11,
11,"“Ahem!” said the Mouse with an important air, “are you all ready? This"
11,"is the driest thing I know. Silence all round, if you please! ‘William"
11,"the Conqueror, whose cause was favoured by the pope, was soon submitted"
11,"to by the English, who wanted leaders, and had been of late much"
11,"accustomed to usurpation and conquest. Edwin and Morcar, the earls of"
11,Mercia and Northumbria—’”
11,
11,"“Ugh!” said the Lory, with a shiver."
11,
11,"“I beg your pardon!” said the Mouse, frowning, but very politely: “Did"
11,you speak?”
11,
11,“Not I!” said the Lory hastily.
11,
11,"“I thought you did,” said the Mouse. “—I proceed. ‘Edwin and Morcar,"
11,"the earls of Mercia and Northumbria, declared for him: and even"
11,"Stigand, the patriotic archbishop of Canterbury, found it advisable—’”"
11,
11,“Found _what_?” said the Duck.
11,
11,"“Found _it_,” the Mouse replied rather crossly: “of course you know"
11,what ‘it’ means.”
11,
11,"“I know what ‘it’ means well enough, when _I_ find a thing,” said the"
11,"Duck: “it’s generally a frog or a worm. The question is, what did the"
11,archbishop find?”
11,
11,"The Mouse did not notice this question, but hurriedly went on, “‘—found"
11,it advisable to go with Edgar Atheling to meet William and offer him
11,the crown. William’s conduct at first was moderate. But the insolence
11,"of his Normans—’ How are you getting on now, my dear?” it continued,"
11,turning to Alice as it spoke.
11,
11,"“As wet as ever,” said Alice in a melancholy tone: “it doesn’t seem to"
11,dry me at all.”
11,
11,"“In that case,” said the Dodo solemnly, rising to its feet, “I move"
11,"that the meeting adjourn, for the immediate adoption of more energetic"
11,remedies—”
11,
11,“Speak English!” said the Eaglet. “I don’t know the meaning of half
11,"those long words, and, what’s more, I don’t believe you do either!” And"
11,the Eaglet bent down its head to hide a smile: some of the other birds
11,tittered audibly.
11,
11,"“What I was going to say,” said the Dodo in an offended tone, “was,"
11,that the best thing to get us dry would be a Caucus-race.”
11,
11,“What _is_ a Caucus-race?” said Alice; not that she wanted much to
11,"know, but the Dodo had paused as if it thought that _somebody_ ought to"
11,"speak, and no one else seemed inclined to say anything."
11,
11,"“Why,” said the Dodo, “the best way to explain it is to do it.” (And,"
11,"as you might like to try the thing yourself, some winter day, I will"
11,tell you how the Dodo managed it.)
11,
11,"First it marked out a race-course, in a sort of circle, (“the exact"
11,"shape doesn’t matter,” it said,) and then all the party were placed"
11,"along the course, here and there. There was no “One, two, three, and"
11,"away,” but they began running when they liked, and left off when they"
11,"liked, so that it was not easy to know when the race was over. However,"
11,"when they had been running half an hour or so, and were quite dry"
11,"again, the Dodo suddenly called out “The race is over!” and they all"
11,"crowded round it, panting, and asking, “But who has won?”"
11,
11,This question the Dodo could not answer without a great deal of
11,"thought, and it sat for a long time with one finger pressed upon its"
11,"forehead (the position in which you usually see Shakespeare, in the"
11,"pictures of him), while the rest waited in silence. At last the Dodo"
11,"said, “_Everybody_ has won, and all must have prizes.”"
11,
11,“But who is to give the prizes?” quite a chorus of voices asked.
11,
11,"“Why, _she_, of course,” said the Dodo, pointing to Alice with one"
11,"finger; and the whole party at once crowded round her, calling out in a"
11,"confused way, “Prizes! Prizes!”"
11,
11,"Alice had no idea what to do, and in despair she put her hand in her"
11,"pocket, and pulled out a box of comfits, (luckily the salt water had"
11,"not got into it), and handed them round as prizes. There was exactly"
11,"one a-piece, all round."
11,
11,"“But she must have a prize herself, you know,” said the Mouse."
11,
11,"“Of course,” the Dodo replied very gravely. “What else have you got in"
11,"your pocket?” he went on, turning to Alice."
11,
11,"“Only a thimble,” said Alice sadly."
11,
11,"“Hand it over here,” said the Dodo."
11,
11,"Then they all crowded round her once more, while the Dodo solemnly"
11,"presented the thimble, saying “We beg your acceptance of this elegant"
11,"thimble;” and, when it had finished this short speech, they all"
11,cheered.
11,
11,"Alice thought the whole thing very absurd, but they all looked so grave"
11,"that she did not dare to laugh; and, as she could not think of anything"
11,"to say, she simply bowed, and took the thimble, looking as solemn as"
11,she could.
11,
11,The next thing was to eat the comfits: this caused some noise and
11,"confusion, as the large birds complained that they could not taste"
11,"theirs, and the small ones choked and had to be patted on the back."
11,"However, it was over at last, and they sat down again in a ring, and"
11,begged the Mouse to tell them something more.
11,
11,"“You promised to tell me your history, you know,” said Alice, “and why"
11,"it is you hate—C and D,” she added in a whisper, half afraid that it"
11,would be offended again.
11,
11,"“Mine is a long and a sad tale!” said the Mouse, turning to Alice, and"
11,sighing.
11,
11,"“It _is_ a long tail, certainly,” said Alice, looking down with wonder"
11,at the Mouse’s tail; “but why do you call it sad?” And she kept on
11,"puzzling about it while the Mouse was speaking, so that her idea of the"
11,tale was something like this:—
11,
11,"         “Fury said to a mouse, That he met in the house, ‘Let us both"
11,"         go to law: _I_ will prosecute _you_.—Come, I’ll take no"
11,         denial; We must have a trial: For really this morning I’ve
11,"         nothing to do.’ Said the mouse to the cur, ‘Such a trial, dear"
11,"         sir, With no jury or judge, would be wasting our breath.’"
11,"         ‘I’ll be judge, I’ll be jury,’ Said cunning old Fury: ‘I’ll"
11,"         try the whole cause, and condemn you to death.’”"
11,
11,“You are not attending!” said the Mouse to Alice severely. “What are
11,you thinking of?”
11,
11,"“I beg your pardon,” said Alice very humbly: “you had got to the fifth"
11,"bend, I think?”"
11,
11,"“I had _not!_” cried the Mouse, sharply and very angrily."
11,
11,"“A knot!” said Alice, always ready to make herself useful, and looking"
11,"anxiously about her. “Oh, do let me help to undo it!”"
11,
11,"“I shall do nothing of the sort,” said the Mouse, getting up and"
11,walking away. “You insult me by talking such nonsense!”
11,
11,"“I didn’t mean it!” pleaded poor Alice. “But you’re so easily offended,"
11,you know!”
11,
11,The Mouse only growled in reply.
11,
11,“Please come back and finish your story!” Alice called after it; and
11,"the others all joined in chorus, “Yes, please do!” but the Mouse only"
11,"shook its head impatiently, and walked a little quicker."
11,
11,"“What a pity it wouldn’t stay!” sighed the Lory, as soon as it was"
11,quite out of sight; and an old Crab took the opportunity of saying to
11,"her daughter “Ah, my dear! Let this be a lesson to you never to lose"
11,"_your_ temper!” “Hold your tongue, Ma!” said the young Crab, a little"
11,snappishly. “You’re enough to try the patience of an oyster!”
11,
11,"“I wish I had our Dinah here, I know I do!” said Alice aloud,"
11,addressing nobody in particular. “She’d soon fetch it back!”
11,
11,"“And who is Dinah, if I might venture to ask the question?” said the"
11,Lory.
11,
11,"Alice replied eagerly, for she was always ready to talk about her pet:"
11,“Dinah’s our cat. And she’s such a capital one for catching mice you
11,"can’t think! And oh, I wish you could see her after the birds! Why,"
11,she’ll eat a little bird as soon as look at it!”
11,
11,This speech caused a remarkable sensation among the party. Some of the
11,birds hurried off at once: one old Magpie began wrapping itself up very
11,"carefully, remarking, “I really must be getting home; the night-air"
11,doesn’t suit my throat!” and a Canary called out in a trembling voice
11,"to its children, “Come away, my dears! It’s high time you were all in"
11,"bed!” On various pretexts they all moved off, and Alice was soon left"
11,alone.
11,
11,“I wish I hadn’t mentioned Dinah!” she said to herself in a melancholy
11,"tone. “Nobody seems to like her, down here, and I’m sure she’s the best"
11,"cat in the world! Oh, my dear Dinah! I wonder if I shall ever see you"
11,"any more!” And here poor Alice began to cry again, for she felt very"
11,"lonely and low-spirited. In a little while, however, she again heard a"
11,"little pattering of footsteps in the distance, and she looked up"
11,"eagerly, half hoping that the Mouse had changed his mind, and was"
11,coming back to finish his story.
11,
11,
11,
11,
11,CHAPTER IV.
11,The Rabbit Sends in a Little Bill
11,
11,
11,"It was the White Rabbit, trotting slowly back again, and looking"
11,"anxiously about as it went, as if it had lost something; and she heard"
11,it muttering to itself “The Duchess! The Duchess! Oh my dear paws! Oh
11,"my fur and whiskers! She’ll get me executed, as sure as ferrets are"
11,"ferrets! Where _can_ I have dropped them, I wonder?” Alice guessed in a"
